videoIndex,videoEmotion,percCompleted,anger,disgust,fear,sadness,amusement,inspiration,joy,tenderness,valence,arousal,liking,familiarity
12.0,sadness,99.96306555863342,4.791666666666668,0.0,13.854166666666666,71.77083333333334,5.729166666666667,0.0,0.0,0.0,15.208333333333336,71.56249999999999,66.66666666666667,66.77083333333333
3.0,anger,99.9627032396483,23.22916666666666,0.0,0.0,0.0,0.0,7.916666666666668,0.0,0.0,40.833333333333336,16.562500000000004,37.5,49.895833333333336
4.0,disgust,99.96306555863342,0.0,13.437500000000002,0.0,0.0,66.77083333333333,0.0,0.0,0.0,49.895833333333336,4.062500000000003,18.958333333333336,21.458333333333332
5.0,disgust,99.96153117410302,0.0,71.25000000000001,8.541666666666663,0.0,21.770833333333332,0.0,0.0,0.0,19.58333333333334,55.00000000000001,50.208333333333336,25.937500000000004
7.0,fear,99.9627032396483,0.0,0.0,3.437499999999997,0.0,72.39583333333333,0.0,0.0,0.0,42.708333333333336,6.562499999999997,25.0,9.062500000000002
9.0,fear,99.95915032679738,0.0,0.0,33.333333333333336,4.166666666666667,11.458333333333334,0.0,0.0,0.0,33.229166666666664,8.124999999999998,66.66666666666667,66.87499999999999
8.0,fear,99.96287409886571,30.104166666666668,0.0,49.895833333333336,0.0,33.229166666666664,0.0,0.0,0.0,7.708333333333332,54.479166666666664,6.354166666666668,66.35416666666667
6.0,disgust,99.96306555863342,43.75,56.770833333333336,0.0,9.270833333333332,9.270833333333332,0.0,0.0,0.0,21.250000000000004,33.333333333333336,33.333333333333336,33.854166666666664
15.0,neutral,99.93552546744036,0.0,0.0,0.0,0.0,12.187500000000002,0.0,0.0,0.0,50.0,0.0,41.041666666666664,66.97916666666667
14.0,neutral,99.90675990675992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.208333333333336,0.0,49.895833333333336,50.31250000000001
13.0,neutral,99.96119876604394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.31250000000001,0.0,66.77083333333333,66.45833333333333
16.0,neutral,99.91624790619767,0.0,0.0,0.0,0.0,25.104166666666668,0.0,0.0,0.0,33.64583333333333,0.0,16.979166666666664,33.229166666666664
20.0,inspiration,99.9627032396483,0.0,0.0,0.0,0.0,0.0,74.68749999999999,22.70833333333334,0.0,83.64583333333333,58.12500000000001,79.47916666666667,79.6875
27.0,tenderness,99.94678637098856,0.0,0.0,0.0,0.0,0.0,33.43749999999999,50.0,67.08333333333334,65.625,33.64583333333333,63.74999999999999,83.33333333333333
24.0,joy,99.9627032396483,0.0,0.0,0.0,0.0,0.0,16.875000000000004,50.208333333333336,33.333333333333336,67.08333333333334,42.395833333333336,75.0,66.97916666666667
25.0,joy,99.92715523148048,0.0,0.0,0.0,0.0,0.0,33.64583333333333,13.750000000000002,0.0,52.70833333333332,8.229166666666666,75.62499999999999,90.93750000000001
19.0,amusement,99.96287409886571,0.0,0.0,0.0,0.0,50.208333333333336,0.0,23.125000000000004,0.0,50.31250000000001,34.06250000000001,33.229166666666664,57.70833333333334
28.0,tenderness,99.96289465960004,0.0,0.0,0.0,6.770833333333333,0.0,0.0,16.666666666666668,50.10416666666668,58.95833333333332,41.979166666666664,58.645833333333336,87.91666666666667
22.0,inspiration,99.95696148052508,0.0,0.0,0.0,0.0,0.0,58.854166666666664,18.333333333333336,18.437500000000004,67.29166666666666,9.270833333333332,50.31250000000001,22.395833333333332
21.0,inspiration,99.96306555863342,0.0,0.0,0.0,0.0,0.0,60.62499999999999,16.770833333333336,0.0,65.52083333333334,59.583333333333336,74.37500000000001,56.041666666666664
23.0,joy,99.95799201848351,0.0,0.0,0.0,0.0,0.0,11.562499999999998,66.87499999999999,0.0,83.64583333333333,57.291666666666664,83.75000000000001,58.541666666666664
17.0,amusement,99.9496855345912,0.0,0.0,0.0,0.0,66.97916666666667,0.0,5.833333333333335,0.0,58.22916666666668,40.31250000000001,72.70833333333333,54.479166666666664
18.0,amusement,99.96306555863342,0.0,0.0,0.0,0.0,21.66666666666666,0.0,11.354166666666664,0.0,50.208333333333336,6.562499999999997,16.875000000000004,49.895833333333336
26.0,tenderness,99.95504607777028,0.0,0.0,0.0,11.666666666666663,0.0,0.0,0.0,49.895833333333336,39.79166666666667,14.374999999999998,59.583333333333336,73.85416666666667
2.0,anger,99.9627032396483,10.83333333333333,0.0,0.0,0.0,17.604166666666664,0.0,0.0,0.0,41.145833333333336,13.854166666666666,49.791666666666664,50.62499999999999
10.0,sadness,99.96306555863342,0.0,0.0,0.0,59.06249999999999,0.0,0.0,0.0,0.0,26.979166666666668,23.749999999999996,50.41666666666668,50.10416666666668
1.0,anger,99.96306555863342,0.0,0.0,0.0,0.0,8.750000000000002,0.0,0.0,0.0,50.0,0.0,0.0,0.0
11.0,sadness,99.96005592170961,0.0,0.0,0.0,60.104166666666664,0.0,0.0,0.0,0.0,33.43749999999999,41.979166666666664,59.47916666666666,50.10416666666668
