videoIndex,videoEmotion,percCompleted,anger,disgust,fear,sadness,amusement,inspiration,joy,tenderness,valence,arousal,liking,familiarity
16.0,neutral,99.96306555863342,0.31249999999999706,0.31249999999999706,0.2083333333333326,66.35416666666667,32.916666666666664,16.562500000000004,17.083333333333332,32.916666666666664,33.64583333333333,33.229166666666664,32.916666666666664,33.43749999999999
13.0,neutral,99.96306555863342,0.0,0.0,0.0,16.45833333333334,50.31250000000001,66.24999999999999,66.56250000000001,65.93750000000001,83.43749999999999,83.33333333333333,83.02083333333333,83.22916666666667
15.0,neutral,99.96306555863342,0.0,0.0,0.0,66.24999999999999,16.45833333333334,66.97916666666667,66.56250000000001,83.54166666666667,83.43749999999999,83.22916666666667,83.43749999999999,83.33333333333333
14.0,neutral,99.88857994366896,0.2083333333333326,0.0,0.2083333333333326,16.562500000000004,49.6875,49.37500000000001,49.583333333333336,50.10416666666668,53.43750000000001,52.083333333333336,51.87500000000001,59.583333333333336
2.0,anger,99.96306555863342,75.62499999999999,49.583333333333336,66.24999999999999,66.04166666666667,16.666666666666668,16.041666666666664,33.333333333333336,33.54166666666667,33.333333333333336,33.54166666666667,33.020833333333336,50.41666666666668
4.0,disgust,99.96172229672398,33.12499999999999,82.60416666666667,66.77083333333333,66.35416666666667,16.875000000000004,16.145833333333332,16.875000000000004,16.145833333333332,33.75000000000001,50.0,33.229166666666664,50.31250000000001
3.0,anger,99.95348860454298,82.8125,33.64583333333333,33.020833333333336,33.12499999999999,50.208333333333336,16.45833333333334,16.35416666666666,16.45833333333334,32.50000000000001,45.416666666666664,39.479166666666664,39.0625
1.0,anger,99.96307256270877,73.02083333333333,16.770833333333336,51.97916666666668,66.97916666666667,33.333333333333336,33.333333333333336,33.229166666666664,47.1875,52.291666666666664,51.770833333333336,51.97916666666668,47.083333333333336
20.0,inspiration,99.96307256270877,0.0,0.0,0.0,0.10416666666666814,43.12500000000001,83.54166666666667,66.56250000000001,59.06249999999999,93.75,83.43749999999999,91.5625,83.33333333333333
27.0,tenderness,99.96027825215546,0.10416666666666814,0.0,0.0,0.0,33.333333333333336,66.56250000000001,83.54166666666667,83.43749999999999,83.75000000000001,83.02083333333333,83.54166666666667,56.14583333333332
22.0,inspiration,99.95696148052508,0.0,0.0,0.2083333333333326,0.0,16.45833333333334,94.99999999999999,82.29166666666667,76.04166666666667,91.66666666666667,59.27083333333334,90.0,88.74999999999999
25.0,joy,99.96306555863342,55.10416666666668,0.2083333333333326,44.791666666666664,55.62500000000001,16.45833333333334,77.29166666666667,76.5625,75.83333333333333,81.97916666666667,53.125,66.45833333333333,66.66666666666667
11.0,sadness,99.96005592170961,0.0,0.0,0.0,93.02083333333333,16.45833333333334,16.249999999999996,16.562500000000004,51.87500000000001,44.166666666666664,74.27083333333333,74.47916666666667,74.79166666666667
12.0,sadness,99.96306555863342,53.125,51.041666666666664,57.18750000000001,77.29166666666667,16.875000000000004,16.979166666666664,16.145833333333332,16.562500000000004,36.979166666666664,57.91666666666666,26.35416666666666,23.854166666666668
6.0,disgust,99.882005899705,55.416666666666664,77.70833333333333,52.395833333333336,60.83333333333334,57.70833333333334,16.145833333333332,17.083333333333332,16.35416666666666,37.18750000000001,54.27083333333332,24.79166666666666,58.541666666666664
8.0,fear,99.94833402208302,61.04166666666666,0.0,85.72916666666667,63.43750000000001,18.437500000000004,21.14583333333334,21.979166666666668,54.79166666666668,16.35416666666666,66.77083333333333,33.12499999999999,53.22916666666668
21.0,inspiration,99.96306555863342,0.5208333333333334,0.0,55.00000000000001,68.43749999999999,16.979166666666664,83.22916666666667,23.020833333333332,16.770833333333336,53.958333333333336,53.645833333333336,57.70833333333334,51.45833333333332
19.0,amusement,99.96306555863342,52.604166666666664,0.7291666666666622,52.083333333333336,71.14583333333333,69.89583333333333,16.249999999999996,16.562500000000004,33.229166666666664,38.541666666666664,51.5625,38.43750000000001,54.06250000000001
17.0,amusement,99.96307256270877,0.4166666666666652,0.4166666666666652,50.41666666666668,50.93750000000001,77.70833333333333,39.166666666666664,45.520833333333336,49.166666666666664,56.66666666666668,51.87500000000001,51.97916666666668,57.49999999999999
23.0,joy,99.96083826113342,0.4166666666666652,0.0,0.2083333333333326,0.10416666666666814,56.66666666666668,64.0625,82.70833333333334,53.02083333333332,73.54166666666666,52.916666666666664,71.14583333333333,71.14583333333333
7.0,fear,99.96306555863342,43.541666666666664,62.291666666666664,75.52083333333333,53.54166666666668,58.020833333333336,3.020833333333332,4.166666666666667,0.0,37.5,56.56250000000001,46.354166666666664,58.541666666666664
10.0,sadness,99.9506538366642,0.31249999999999706,0.0,54.166666666666664,72.29166666666667,47.604166666666664,48.229166666666664,51.24999999999999,56.041666666666664,40.104166666666664,54.37499999999999,63.64583333333332,62.60416666666666
5.0,disgust,99.83896940418681,52.291666666666664,94.47916666666667,66.35416666666667,66.45833333333333,49.895833333333336,0.0,0.4166666666666652,0.0,27.500000000000004,53.02083333333332,29.375000000000004,44.68750000000001
9.0,fear,99.93208794590122,51.87500000000001,0.0,82.70833333333334,66.77083333333333,66.14583333333333,0.10416666666666814,0.2083333333333326,0.0,54.58333333333332,51.45833333333332,43.75,46.041666666666664
24.0,joy,99.9630585519707,0.2083333333333326,0.0,0.10416666666666814,3.3333333333333326,40.625,85.9375,89.89583333333333,75.93750000000001,94.06250000000001,58.22916666666668,91.87499999999999,64.16666666666666
28.0,tenderness,99.92310649750095,0.0,0.31249999999999706,0.0,0.0,0.0,74.16666666666667,77.91666666666667,87.60416666666667,92.60416666666667,16.979166666666664,91.66666666666667,73.4375
18.0,amusement,99.95851483094795,51.24999999999999,0.0,51.354166666666664,51.87500000000001,74.89583333333334,41.770833333333336,41.87500000000001,51.45833333333332,62.39583333333334,16.562500000000004,53.43750000000001,57.604166666666664
