blockIndex,responseTime,ifCorrect
1.0,1.3194508999999925,1.0
1.0,1.0333272999998826,1.0
1.0,1.3062013000001116,1.0
1.0,1.156448699999828,1.0
1.0,1.0918770000000677,0.0
1.0,1.0360651000000871,0.0
1.0,0.996621100000084,1.0
1.0,1.0791610000001128,1.0
1.0,1.2622388999998293,1.0
1.0,1.613057499999968,1.0
2.0,1.585755299999846,1.0
2.0,1.3155064000000039,1.0
2.0,1.149123500000087,1.0
2.0,1.2179971999998997,1.0
2.0,1.1178726000000552,1.0
2.0,1.373728999999912,0.0
2.0,1.287663099999918,1.0
2.0,1.0276653999999326,1.0
2.0,1.5801572999998825,1.0
2.0,1.3353936000000886,1.0
