blockIndex,responseTime,ifCorrect
1.0,2.812839600002917,0.0
1.0,2.2199962999948184,1.0
1.0,2.6563864999989164,1.0
1.0,1.5490467000054196,1.0
1.0,1.5343682000020635,1.0
1.0,2.5894413000060013,1.0
1.0,2.251774500000465,1.0
1.0,4.199176299996907,0.0
1.0,3.869549700000789,1.0
1.0,2.1201592000070377,1.0
2.0,1.9468523999967147,1.0
2.0,2.614896899998712,1.0
2.0,2.492037199997867,1.0
2.0,2.1920280999984243,1.0
2.0,2.248054499999853,0.0
2.0,3.0742167999997037,1.0
2.0,2.18048390000331,1.0
2.0,3.9424102999983006,1.0
2.0,1.795029799999611,1.0
2.0,2.736351999999897,1.0
3.0,1.7100974999993923,1.0
3.0,2.1895816000032937,1.0
3.0,2.211336799999117,1.0
3.0,2.897726600000169,1.0
3.0,1.882579099998111,1.0
3.0,3.139306500001112,1.0
3.0,1.6090897999965819,0.0
3.0,1.9310331999949994,1.0
3.0,3.4955391000039526,1.0
3.0,1.96397579999757,0.0
4.0,3.185623099998338,1.0
4.0,3.431813000002876,1.0
4.0,2.463159099999757,1.0
4.0,2.2166560999976355,1.0
4.0,1.5360445999976946,1.0
4.0,2.432135600000038,1.0
4.0,1.7913732999950298,1.0
4.0,3.8880069000006188,1.0
4.0,1.5717010000007576,1.0
4.0,4.773927999995067,1.0
5.0,2.3212084000042523,1.0
5.0,2.1491824999975506,0.0
5.0,1.914271200002986,1.0
5.0,,
5.0,3.291755300000659,1.0
5.0,2.9819939999943017,1.0
5.0,2.2062996000022395,1.0
5.0,3.531850100000156,1.0
5.0,3.6480564000012237,1.0
5.0,2.424106999998912,1.0
6.0,3.273298000000068,0.0
6.0,2.692532000000938,1.0
6.0,1.8007234999968205,1.0
6.0,4.3920753999991575,1.0
6.0,4.266517300005944,1.0
6.0,3.3884822000036365,1.0
6.0,2.664700499997707,1.0
6.0,3.3637364999958663,1.0
6.0,3.4249635000014678,1.0
6.0,3.49151929999789,1.0
