videoIndex,videoEmotion,percCompleted,anger,disgust,fear,sadness,amusement,inspiration,joy,tenderness,valence,arousal,liking,familiarity
13.0,neutral,99.96306555863342,0.0,0.0,0.10416666666666814,0.5208333333333334,83.85416666666667,66.66666666666667,83.12500000000001,83.02083333333333,83.43749999999999,66.87499999999999,83.33333333333333,66.97916666666667
14.0,neutral,99.88857994366896,0.0,0.0,0.0,42.1875,50.0,33.54166666666667,50.62499999999999,50.0,49.6875,58.854166666666664,66.14583333333333,66.45833333333333
15.0,neutral,99.96306555863342,0.0,0.0,0.0,16.249999999999996,66.97916666666667,66.56250000000001,83.64583333333333,83.22916666666667,83.43749999999999,66.56250000000001,99.68749999999999,82.39583333333333
16.0,neutral,99.96306555863342,0.2083333333333326,0.0,0.0,49.895833333333336,0.6249999999999978,49.791666666666664,16.45833333333334,49.583333333333336,32.708333333333336,33.64583333333333,49.583333333333336,42.604166666666664
6.0,disgust,99.882005899705,0.10416666666666814,0.0,0.0,25.312499999999996,66.35416666666667,50.208333333333336,66.45833333333333,82.8125,66.45833333333333,16.666666666666668,66.24999999999999,83.95833333333333
4.0,disgust,99.96172229672398,0.10416666666666814,0.0,25.312499999999996,66.77083333333333,83.54166666666667,16.562500000000004,17.083333333333332,83.85416666666667,33.229166666666664,50.0,83.43749999999999,83.22916666666667
7.0,fear,99.96306555863342,0.0,0.8333333333333378,0.0,0.0,100.0,50.41666666666668,82.91666666666666,50.31250000000001,100.0,92.50000000000001,91.5625,92.70833333333333
12.0,sadness,99.96306555863342,0.0,0.31249999999999706,0.0,33.958333333333336,0.0,16.979166666666664,16.35416666666666,65.93750000000001,32.916666666666664,16.666666666666668,33.54166666666667,89.37500000000001
11.0,sadness,99.96005592170961,0.0,0.10416666666666814,0.0,66.45833333333333,0.0,50.10416666666668,0.0,83.54166666666667,16.562500000000004,50.10416666666668,91.97916666666667,92.1875
9.0,fear,99.93208794590122,0.0,0.0,33.12499999999999,0.0,83.12500000000001,33.020833333333336,33.958333333333336,66.66666666666667,83.64583333333333,74.27083333333333,91.45833333333333,83.12500000000001
2.0,anger,99.96306555863342,33.854166666666664,16.979166666666664,0.5208333333333334,82.91666666666666,0.0,0.0,0.5208333333333334,17.083333333333332,0.0,83.75000000000001,0.0,76.5625
10.0,sadness,99.9506538366642,0.0,0.0,0.0,83.85416666666667,0.0,41.35416666666667,17.083333333333332,66.77083333333333,33.43749999999999,66.77083333333333,99.47916666666667,100.0
27.0,tenderness,99.96027825215546,0.0,0.0,0.0,9.479166666666668,33.54166666666667,32.8125,50.10416666666668,99.375,92.39583333333333,16.45833333333334,75.52083333333333,58.22916666666668
22.0,inspiration,99.95696148052508,0.6249999999999978,0.31249999999999706,0.0,0.0,16.770833333333336,32.916666666666664,49.791666666666664,74.27083333333333,91.25,32.8125,83.64583333333333,83.43749999999999
28.0,tenderness,99.92310649750095,0.0,0.0,0.0,32.916666666666664,0.0,49.583333333333336,49.6875,83.75000000000001,76.14583333333333,33.229166666666664,92.50000000000001,92.50000000000001
26.0,tenderness,99.96306555863342,0.2083333333333326,0.0,0.0,16.145833333333332,0.4166666666666652,75.20833333333333,16.35416666666666,66.56250000000001,50.10416666666668,57.8125,83.64583333333333,74.79166666666667
23.0,joy,99.96083826113342,0.31249999999999706,0.2083333333333326,0.0,0.0,66.77083333333333,66.35416666666667,83.54166666666667,82.8125,82.91666666666666,74.47916666666667,91.5625,99.0625
25.0,joy,99.96306555863342,0.0,9.166666666666668,0.10416666666666814,0.0,9.062500000000002,9.166666666666668,42.291666666666664,66.56250000000001,42.291666666666664,59.06249999999999,33.020833333333336,91.45833333333333
19.0,amusement,99.96306555863342,16.145833333333332,0.5208333333333334,0.10416666666666814,0.0,59.583333333333336,25.104166666666668,66.35416666666667,74.58333333333333,66.77083333333333,57.604166666666664,91.5625,83.43749999999999
21.0,inspiration,99.96306555863342,0.0,0.0,0.0,41.979166666666664,0.10416666666666814,66.35416666666667,16.770833333333336,41.24999999999999,41.770833333333336,59.583333333333336,66.87499999999999,91.66666666666667
24.0,joy,99.9630585519707,0.31249999999999706,0.0,0.0,0.0,66.56250000000001,75.10416666666666,74.89583333333334,83.02083333333333,91.04166666666667,66.56250000000001,99.79166666666667,90.93750000000001
17.0,amusement,99.96307256270877,0.10416666666666814,0.0,0.0,0.0,75.20833333333333,25.20833333333334,74.58333333333333,83.12500000000001,83.22916666666667,66.56250000000001,91.14583333333333,91.97916666666667
18.0,amusement,99.95851483094795,0.0,0.0,0.0,0.0,58.541666666666664,16.45833333333334,66.87499999999999,75.72916666666667,74.79166666666667,58.12500000000001,49.895833333333336,82.70833333333334
