videoIndex,videoEmotion,percCompleted,anger,disgust,fear,sadness,amusement,inspiration,joy,tenderness,valence,arousal,liking,familiarity
21.0,inspiration,99.96306555863342,16.145833333333332,16.145833333333332,0.6249999999999978,0.0,48.75,33.75000000000001,49.791666666666664,49.270833333333336,83.22916666666667,66.66666666666667,66.04166666666667,66.45833333333333
20.0,inspiration,99.9627032396483,33.43749999999999,16.875000000000004,16.35416666666666,16.979166666666664,32.708333333333336,50.10416666666668,49.895833333333336,32.916666666666664,49.37500000000001,33.43749999999999,49.479166666666664,66.35416666666667
22.0,inspiration,99.95696148052508,0.2083333333333326,0.0,0.8333333333333378,0.0,33.43749999999999,82.70833333333334,83.64583333333333,99.47916666666667,99.79166666666667,50.0,83.02083333333333,83.12500000000001
25.0,joy,99.92715523148048,0.10416666666666814,0.0,16.562500000000004,17.083333333333332,66.66666666666667,83.22916666666667,82.70833333333334,82.8125,83.22916666666667,66.66666666666667,82.91666666666666,66.45833333333333
10.0,sadness,99.96306555863342,16.875000000000004,16.45833333333334,83.22916666666667,99.79166666666667,0.2083333333333326,16.562500000000004,0.0,17.1875,33.75000000000001,33.12499999999999,56.35416666666666,41.666666666666664
6.0,disgust,99.96306555863342,82.49999999999999,83.12500000000001,66.97916666666667,83.22916666666667,17.708333333333332,16.145833333333332,33.12499999999999,33.020833333333336,47.81250000000001,45.3125,52.604166666666664,42.708333333333336
4.0,disgust,99.96306555863342,16.562500000000004,66.24999999999999,33.229166666666664,17.604166666666664,0.0,16.041666666666664,16.45833333333334,16.562500000000004,16.562500000000004,33.54166666666667,16.562500000000004,16.562500000000004
11.0,sadness,99.96005592170961,0.31249999999999706,16.666666666666668,82.70833333333334,83.22916666666667,0.0,17.1875,17.1875,33.020833333333336,0.0,66.66666666666667,48.958333333333336,50.41666666666668
13.0,neutral,99.96119876604394,0.2083333333333326,0.2083333333333326,0.5208333333333334,0.0,33.020833333333336,16.666666666666668,33.75000000000001,33.54166666666667,51.45833333333332,39.0625,51.97916666666668,51.5625
16.0,neutral,99.91624790619767,10.729166666666666,1.2500000000000029,3.229166666666668,8.854166666666666,17.083333333333332,17.812499999999996,33.020833333333336,33.12499999999999,40.729166666666664,28.749999999999996,25.20833333333334,41.666666666666664
